image_path,mask_label
tiles_768/66/6144_15360.png,tumor
tiles_768/66/6144_16128.png,tumor
tiles_768/66/6144_16896.png,tumor
tiles_768/66/6144_22272.png,tumor
tiles_768/66/6144_23040.png,tumor
tiles_768/66/6144_23808.png,tumor
tiles_768/66/6144_24576.png,tumor
tiles_768/66/6144_25344.png,tumor
tiles_768/66/6144_26112.png,tumor
tiles_768/66/6144_26880.png,tumor
tiles_768/66/6144_27648.png,tumor
tiles_768/66/6144_28416.png,tumor
tiles_768/66/6144_29184.png,tumor
tiles_768/66/6144_34560.png,tumor
tiles_768/66/6144_35328.png,tumor
tiles_768/66/6144_36096.png,tumor
tiles_768/66/6144_36864.png,tumor
tiles_768/66/6912_15360.png,tumor
tiles_768/66/6912_16128.png,tumor
tiles_768/66/6912_23808.png,tumor
tiles_768/66/6912_24576.png,tumor
tiles_768/66/6912_25344.png,tumor
tiles_768/66/6912_26880.png,tumor
tiles_768/66/6912_27648.png,tumor
tiles_768/66/6912_28416.png,tumor
tiles_768/66/6912_29184.png,tumor
tiles_768/66/6912_35328.png,tumor
tiles_768/66/6912_36096.png,tumor
tiles_768/66/6912_36864.png,tumor
tiles_768/66/6912_37632.png,tumor
tiles_768/66/7680_35328.png,tumor
tiles_768/66/7680_36096.png,tumor
tiles_768/66/7680_36864.png,tumor
tiles_768/66/7680_37632.png,tumor
tiles_768/66/7680_38400.png,tumor
tiles_768/66/8448_33024.png,tumor
tiles_768/66/8448_33792.png,tumor
tiles_768/66/8448_34560.png,tumor
tiles_768/66/8448_35328.png,tumor
tiles_768/66/8448_36096.png,tumor
tiles_768/66/8448_36864.png,tumor
tiles_768/66/8448_37632.png,tumor
tiles_768/66/8448_38400.png,tumor
tiles_768/66/8448_39168.png,tumor
tiles_768/66/9216_29952.png,tumor
tiles_768/66/9216_34560.png,tumor
tiles_768/66/9216_35328.png,tumor
tiles_768/66/9216_36096.png,tumor
tiles_768/66/9216_36864.png,tumor
tiles_768/66/9216_37632.png,tumor
tiles_768/66/9216_38400.png,tumor
tiles_768/66/9216_39168.png,tumor
tiles_768/66/9216_42240.png,tumor
tiles_768/66/9984_29184.png,tumor
tiles_768/66/9984_29952.png,tumor
tiles_768/66/9984_30720.png,tumor
tiles_768/66/9984_31488.png,tumor
tiles_768/66/9984_36864.png,tumor
tiles_768/66/9984_37632.png,tumor
tiles_768/66/9984_38400.png,tumor
tiles_768/66/9984_39168.png,tumor
tiles_768/66/9984_39936.png,tumor
tiles_768/66/9984_41472.png,tumor
tiles_768/66/9984_42240.png,tumor
tiles_768/66/9984_43008.png,tumor
tiles_768/66/10752_29184.png,tumor
tiles_768/66/10752_29952.png,tumor
tiles_768/66/10752_30720.png,tumor
tiles_768/66/10752_31488.png,tumor
tiles_768/66/10752_32256.png,tumor
tiles_768/66/10752_38400.png,tumor
tiles_768/66/10752_39168.png,tumor
tiles_768/66/10752_39936.png,tumor
tiles_768/66/10752_40704.png,tumor
tiles_768/66/10752_41472.png,tumor
tiles_768/66/10752_42240.png,tumor
tiles_768/66/10752_43008.png,tumor
tiles_768/66/11520_8448.png,tumor
tiles_768/66/11520_29952.png,tumor
tiles_768/66/11520_30720.png,tumor
tiles_768/66/11520_31488.png,tumor
tiles_768/66/11520_32256.png,tumor
tiles_768/66/11520_33024.png,tumor
tiles_768/66/11520_33792.png,tumor
tiles_768/66/11520_34560.png,tumor
tiles_768/66/12288_6912.png,tumor
tiles_768/66/12288_7680.png,tumor
tiles_768/66/12288_29952.png,tumor
tiles_768/66/12288_30720.png,tumor
tiles_768/66/12288_31488.png,tumor
tiles_768/66/12288_32256.png,tumor
tiles_768/66/12288_33024.png,tumor
tiles_768/66/12288_33792.png,tumor
tiles_768/66/12288_34560.png,tumor
tiles_768/66/12288_35328.png,tumor
tiles_768/66/12288_36096.png,tumor
tiles_768/66/13056_6144.png,tumor
tiles_768/66/13056_6912.png,tumor
tiles_768/66/13056_29952.png,tumor
tiles_768/66/13056_30720.png,tumor
tiles_768/66/13056_31488.png,tumor
tiles_768/66/13056_32256.png,tumor
tiles_768/66/13056_33024.png,tumor
tiles_768/66/13056_33792.png,tumor
tiles_768/66/13056_34560.png,tumor
tiles_768/66/13056_35328.png,tumor
tiles_768/66/13056_36096.png,tumor
tiles_768/66/13056_36864.png,tumor
tiles_768/66/13056_37632.png,tumor
tiles_768/66/13056_39168.png,stroma
tiles_768/66/13056_39936.png,stroma
tiles_768/66/13824_5376.png,tumor
tiles_768/66/13824_6144.png,tumor
tiles_768/66/13824_6912.png,tumor
tiles_768/66/13824_29952.png,tumor
tiles_768/66/13824_30720.png,tumor
tiles_768/66/13824_31488.png,tumor
tiles_768/66/13824_32256.png,tumor
tiles_768/66/13824_33024.png,tumor
tiles_768/66/13824_33792.png,tumor
tiles_768/66/13824_34560.png,tumor
tiles_768/66/13824_35328.png,tumor
tiles_768/66/13824_36096.png,tumor
tiles_768/66/13824_36864.png,tumor
tiles_768/66/13824_37632.png,tumor
tiles_768/66/14592_4608.png,tumor
tiles_768/66/14592_5376.png,tumor
tiles_768/66/14592_6144.png,tumor
tiles_768/66/14592_6912.png,tumor
tiles_768/66/14592_22272.png,tumor
tiles_768/66/14592_24576.png,tumor
tiles_768/66/14592_25344.png,tumor
tiles_768/66/14592_30720.png,tumor
tiles_768/66/14592_31488.png,tumor
tiles_768/66/14592_35328.png,tumor
tiles_768/66/14592_36096.png,tumor
tiles_768/66/14592_36864.png,tumor
tiles_768/66/14592_37632.png,tumor
tiles_768/66/15360_4608.png,tumor
tiles_768/66/15360_5376.png,tumor
tiles_768/66/15360_6144.png,tumor
tiles_768/66/15360_6912.png,tumor
tiles_768/66/15360_20736.png,tumor
tiles_768/66/15360_21504.png,tumor
tiles_768/66/15360_22272.png,tumor
tiles_768/66/15360_24576.png,tumor
tiles_768/66/15360_25344.png,tumor
tiles_768/66/15360_26112.png,tumor
tiles_768/66/15360_26880.png,tumor
tiles_768/66/15360_36096.png,tumor
tiles_768/66/15360_36864.png,tumor
tiles_768/66/15360_37632.png,tumor
tiles_768/66/15360_39168.png,stroma
tiles_768/66/16128_3840.png,tumor
tiles_768/66/16128_4608.png,tumor
tiles_768/66/16128_5376.png,tumor
tiles_768/66/16128_6144.png,tumor
tiles_768/66/16128_6912.png,tumor
tiles_768/66/16128_11520.png,tumor
tiles_768/66/16128_21504.png,tumor
tiles_768/66/16128_22272.png,tumor
tiles_768/66/16128_23040.png,tumor
tiles_768/66/16128_23808.png,tumor
tiles_768/66/16128_24576.png,tumor
tiles_768/66/16128_25344.png,tumor
tiles_768/66/16128_26112.png,tumor
tiles_768/66/16128_26880.png,tumor
tiles_768/66/16128_27648.png,tumor
tiles_768/66/16128_28416.png,tumor
tiles_768/66/16128_39168.png,stroma
tiles_768/66/16896_3072.png,tumor
tiles_768/66/16896_3840.png,tumor
tiles_768/66/16896_4608.png,tumor
tiles_768/66/16896_5376.png,tumor
tiles_768/66/16896_6144.png,tumor
tiles_768/66/16896_6912.png,tumor
tiles_768/66/16896_11520.png,tumor
tiles_768/66/16896_12288.png,tumor
tiles_768/66/16896_17664.png,tumor
tiles_768/66/16896_18432.png,tumor
tiles_768/66/16896_21504.png,tumor
tiles_768/66/16896_22272.png,tumor
tiles_768/66/16896_23040.png,tumor
tiles_768/66/16896_23808.png,tumor
tiles_768/66/16896_24576.png,tumor
tiles_768/66/16896_25344.png,tumor
tiles_768/66/16896_26112.png,tumor
tiles_768/66/16896_26880.png,tumor
tiles_768/66/16896_27648.png,tumor
tiles_768/66/16896_28416.png,tumor
tiles_768/66/16896_29184.png,tumor
tiles_768/66/16896_38400.png,stroma
tiles_768/66/16896_39168.png,stroma
tiles_768/66/16896_39936.png,stroma
tiles_768/66/16896_40704.png,stroma
tiles_768/66/17664_2304.png,tumor
tiles_768/66/17664_3072.png,tumor
tiles_768/66/17664_3840.png,tumor
tiles_768/66/17664_4608.png,tumor
tiles_768/66/17664_5376.png,tumor
tiles_768/66/17664_6144.png,tumor
tiles_768/66/17664_6912.png,tumor
tiles_768/66/17664_11520.png,tumor
tiles_768/66/17664_12288.png,tumor
tiles_768/66/17664_13056.png,tumor
tiles_768/66/17664_15360.png,tumor
tiles_768/66/17664_18432.png,tumor
tiles_768/66/17664_19200.png,tumor
tiles_768/66/17664_19968.png,tumor
tiles_768/66/17664_21504.png,tumor
tiles_768/66/17664_22272.png,tumor
tiles_768/66/17664_23040.png,tumor
tiles_768/66/17664_23808.png,tumor
tiles_768/66/17664_24576.png,tumor
tiles_768/66/17664_25344.png,tumor
tiles_768/66/17664_26112.png,tumor
tiles_768/66/17664_26880.png,tumor
tiles_768/66/17664_27648.png,tumor
tiles_768/66/17664_28416.png,tumor
tiles_768/66/17664_29184.png,tumor
tiles_768/66/17664_38400.png,stroma
tiles_768/66/17664_39168.png,stroma
tiles_768/66/17664_39936.png,stroma
tiles_768/66/17664_40704.png,stroma
tiles_768/66/18432_1536.png,tumor
tiles_768/66/18432_2304.png,tumor
tiles_768/66/18432_3072.png,tumor
tiles_768/66/18432_3840.png,tumor
tiles_768/66/18432_4608.png,tumor
tiles_768/66/18432_5376.png,tumor
tiles_768/66/18432_6144.png,tumor
tiles_768/66/18432_6912.png,tumor
tiles_768/66/18432_7680.png,tumor
tiles_768/66/18432_10752.png,tumor
tiles_768/66/18432_11520.png,tumor
tiles_768/66/18432_12288.png,tumor
tiles_768/66/18432_13056.png,tumor
tiles_768/66/18432_15360.png,tumor
tiles_768/66/18432_16128.png,tumor
tiles_768/66/18432_19200.png,tumor
tiles_768/66/18432_19968.png,tumor
tiles_768/66/18432_20736.png,tumor
tiles_768/66/18432_21504.png,tumor
tiles_768/66/18432_22272.png,tumor
tiles_768/66/18432_23040.png,tumor
tiles_768/66/18432_23808.png,tumor
tiles_768/66/18432_24576.png,tumor
tiles_768/66/18432_25344.png,tumor
tiles_768/66/18432_26112.png,tumor
tiles_768/66/18432_26880.png,tumor
tiles_768/66/18432_27648.png,tumor
tiles_768/66/18432_28416.png,tumor
tiles_768/66/18432_29184.png,tumor
tiles_768/66/18432_39936.png,stroma
tiles_768/66/18432_40704.png,stroma
tiles_768/66/19200_1536.png,tumor
tiles_768/66/19200_2304.png,tumor
tiles_768/66/19200_3072.png,tumor
tiles_768/66/19200_3840.png,tumor
tiles_768/66/19200_4608.png,tumor
tiles_768/66/19200_5376.png,tumor
tiles_768/66/19200_6144.png,tumor
tiles_768/66/19200_6912.png,tumor
tiles_768/66/19200_7680.png,tumor
tiles_768/66/19200_10752.png,tumor
tiles_768/66/19200_11520.png,tumor
tiles_768/66/19200_12288.png,tumor
tiles_768/66/19200_13056.png,tumor
tiles_768/66/19200_15360.png,tumor
tiles_768/66/19200_16128.png,tumor
tiles_768/66/19200_19968.png,tumor
tiles_768/66/19200_20736.png,tumor
tiles_768/66/19200_21504.png,tumor
tiles_768/66/19200_22272.png,tumor
tiles_768/66/19200_23040.png,tumor
tiles_768/66/19200_23808.png,tumor
tiles_768/66/19200_24576.png,tumor
tiles_768/66/19200_25344.png,tumor
tiles_768/66/19200_26112.png,tumor
tiles_768/66/19200_26880.png,tumor
tiles_768/66/19200_27648.png,tumor
tiles_768/66/19200_28416.png,tumor
tiles_768/66/19200_29184.png,tumor
tiles_768/66/19968_3840.png,tumor
tiles_768/66/19968_4608.png,tumor
tiles_768/66/19968_5376.png,tumor
tiles_768/66/19968_6144.png,tumor
tiles_768/66/19968_6912.png,tumor
tiles_768/66/19968_7680.png,tumor
tiles_768/66/19968_19968.png,tumor
tiles_768/66/19968_20736.png,tumor
tiles_768/66/19968_21504.png,tumor
tiles_768/66/19968_22272.png,tumor
tiles_768/66/19968_23040.png,tumor
tiles_768/66/19968_23808.png,tumor
tiles_768/66/19968_24576.png,tumor
tiles_768/66/19968_25344.png,tumor
tiles_768/66/19968_26112.png,tumor
tiles_768/66/19968_26880.png,tumor
tiles_768/66/19968_27648.png,tumor
tiles_768/66/19968_28416.png,tumor
tiles_768/66/19968_29184.png,tumor
tiles_768/66/19968_29952.png,tumor
tiles_768/66/20736_4608.png,tumor
tiles_768/66/20736_5376.png,tumor
tiles_768/66/20736_6144.png,tumor
tiles_768/66/20736_6912.png,tumor
tiles_768/66/20736_7680.png,tumor
tiles_768/66/20736_13824.png,tumor
tiles_768/66/20736_15360.png,tumor
tiles_768/66/20736_16128.png,tumor
tiles_768/66/20736_20736.png,tumor
tiles_768/66/20736_21504.png,tumor
tiles_768/66/20736_22272.png,tumor
tiles_768/66/20736_23040.png,tumor
tiles_768/66/20736_23808.png,tumor
tiles_768/66/20736_24576.png,tumor
tiles_768/66/20736_25344.png,tumor
tiles_768/66/20736_26112.png,tumor
tiles_768/66/20736_26880.png,tumor
tiles_768/66/20736_27648.png,tumor
tiles_768/66/20736_28416.png,tumor
tiles_768/66/20736_29184.png,tumor
tiles_768/66/20736_29952.png,tumor
tiles_768/66/20736_33792.png,tumor
tiles_768/66/20736_36096.png,tumor
tiles_768/66/20736_36864.png,tumor
tiles_768/66/21504_4608.png,tumor
tiles_768/66/21504_5376.png,tumor
tiles_768/66/21504_6144.png,tumor
tiles_768/66/21504_6912.png,tumor
tiles_768/66/21504_7680.png,tumor
tiles_768/66/21504_13824.png,tumor
tiles_768/66/21504_14592.png,tumor
tiles_768/66/21504_15360.png,tumor
tiles_768/66/21504_16128.png,tumor
tiles_768/66/21504_16896.png,tumor
tiles_768/66/21504_24576.png,tumor
tiles_768/66/21504_25344.png,tumor
tiles_768/66/21504_26112.png,tumor
tiles_768/66/21504_26880.png,tumor
tiles_768/66/21504_27648.png,tumor
tiles_768/66/21504_28416.png,tumor
tiles_768/66/21504_29184.png,tumor
tiles_768/66/21504_29952.png,tumor
tiles_768/66/21504_30720.png,tumor
tiles_768/66/21504_33792.png,tumor
tiles_768/66/21504_34560.png,tumor
tiles_768/66/22272_4608.png,tumor
tiles_768/66/22272_5376.png,tumor
tiles_768/66/22272_6144.png,tumor
tiles_768/66/22272_6912.png,tumor
tiles_768/66/22272_7680.png,tumor
tiles_768/66/22272_13824.png,tumor
tiles_768/66/22272_26880.png,tumor
tiles_768/66/22272_27648.png,tumor
tiles_768/66/22272_28416.png,tumor
tiles_768/66/22272_29184.png,tumor
tiles_768/66/22272_29952.png,tumor
tiles_768/66/22272_30720.png,tumor
tiles_768/66/22272_33792.png,tumor
tiles_768/66/22272_34560.png,tumor
tiles_768/66/22272_35328.png,tumor
tiles_768/66/23040_4608.png,tumor
tiles_768/66/23040_5376.png,tumor
tiles_768/66/23040_6144.png,tumor
tiles_768/66/23040_6912.png,tumor
tiles_768/66/23040_7680.png,tumor
tiles_768/66/23040_13824.png,tumor
tiles_768/66/23040_28416.png,tumor
tiles_768/66/23040_29184.png,tumor
tiles_768/66/23040_29952.png,tumor
tiles_768/66/23040_30720.png,tumor
tiles_768/66/23040_33792.png,tumor
tiles_768/66/23040_34560.png,tumor
tiles_768/66/23040_35328.png,tumor
tiles_768/66/23808_6144.png,tumor
tiles_768/66/23808_6912.png,tumor
tiles_768/66/23808_13824.png,tumor
tiles_768/66/23808_14592.png,tumor
tiles_768/66/23808_15360.png,tumor
tiles_768/66/23808_21504.png,tumor
tiles_768/66/23808_22272.png,tumor
tiles_768/66/23808_23040.png,tumor
tiles_768/66/23808_28416.png,tumor
tiles_768/66/23808_33792.png,tumor
tiles_768/66/23808_34560.png,tumor
tiles_768/66/23808_35328.png,tumor
tiles_768/66/23808_36096.png,tumor
tiles_768/66/24576_6912.png,tumor
tiles_768/66/24576_7680.png,tumor
tiles_768/66/24576_13824.png,tumor
tiles_768/66/24576_21504.png,tumor
tiles_768/66/24576_22272.png,tumor
tiles_768/66/24576_23040.png,tumor
tiles_768/66/24576_23808.png,tumor
tiles_768/66/24576_24576.png,tumor
tiles_768/66/24576_35328.png,tumor
tiles_768/66/24576_36096.png,tumor
tiles_768/66/25344_21504.png,tumor
tiles_768/66/25344_22272.png,tumor
tiles_768/66/25344_23040.png,tumor
tiles_768/66/25344_24576.png,tumor
tiles_768/66/25344_25344.png,tumor
tiles_768/66/25344_26112.png,tumor
tiles_768/66/25344_34560.png,tumor
tiles_768/66/26112_19200.png,stroma
tiles_768/66/26112_21504.png,tumor
tiles_768/66/26112_22272.png,tumor
tiles_768/66/26112_33024.png,tumor
tiles_768/66/26880_18432.png,stroma
tiles_768/66/26880_21504.png,tumor
tiles_768/66/26880_22272.png,tumor
tiles_768/66/26880_29184.png,tumor
tiles_768/66/26880_29952.png,tumor
tiles_768/66/26880_33024.png,tumor
tiles_768/66/26880_36864.png,tumor
tiles_768/66/27648_13056.png,stroma
tiles_768/66/27648_16128.png,stroma
tiles_768/66/27648_16896.png,stroma
tiles_768/66/27648_17664.png,stroma
tiles_768/66/27648_18432.png,stroma
tiles_768/66/27648_21504.png,tumor
tiles_768/66/27648_22272.png,tumor
tiles_768/66/27648_29952.png,tumor
tiles_768/66/27648_30720.png,tumor
tiles_768/66/27648_31488.png,tumor
tiles_768/66/27648_32256.png,tumor
tiles_768/66/27648_33024.png,tumor
tiles_768/66/27648_33792.png,tumor
tiles_768/66/27648_37632.png,tumor
tiles_768/66/28416_11520.png,stroma
tiles_768/66/28416_15360.png,stroma
tiles_768/66/28416_16128.png,stroma
tiles_768/66/28416_16896.png,stroma
tiles_768/66/28416_17664.png,stroma
tiles_768/66/28416_21504.png,tumor
tiles_768/66/28416_22272.png,tumor
tiles_768/66/28416_33024.png,tumor
tiles_768/66/28416_33792.png,tumor
tiles_768/66/28416_34560.png,tumor
tiles_768/66/28416_37632.png,tumor
tiles_768/66/29184_13824.png,stroma
tiles_768/66/29184_14592.png,stroma
tiles_768/66/29184_15360.png,stroma
tiles_768/66/29184_20736.png,tumor
tiles_768/66/29184_21504.png,tumor
tiles_768/66/29184_24576.png,tumor
tiles_768/66/29184_25344.png,tumor
tiles_768/66/29184_29184.png,tumor
tiles_768/66/29184_33024.png,tumor
tiles_768/66/29184_33792.png,tumor
tiles_768/66/29184_34560.png,tumor
tiles_768/66/29184_35328.png,tumor
tiles_768/66/29184_36096.png,tumor
tiles_768/66/29184_36864.png,tumor
tiles_768/66/29952_19968.png,tumor
tiles_768/66/29952_20736.png,tumor
tiles_768/66/29952_21504.png,tumor
tiles_768/66/29952_23808.png,tumor
tiles_768/66/29952_33024.png,tumor
tiles_768/66/29952_35328.png,tumor
tiles_768/66/29952_36096.png,tumor
tiles_768/66/30720_13056.png,tumor
tiles_768/66/30720_13824.png,tumor
tiles_768/66/30720_18432.png,tumor
tiles_768/66/30720_19200.png,tumor
tiles_768/66/30720_19968.png,tumor
tiles_768/66/30720_20736.png,tumor
tiles_768/66/30720_21504.png,tumor
tiles_768/66/30720_22272.png,tumor
tiles_768/66/30720_23040.png,tumor
tiles_768/66/30720_23808.png,tumor
tiles_768/66/30720_28416.png,tumor
tiles_768/66/30720_33024.png,tumor
tiles_768/66/30720_36096.png,tumor
tiles_768/66/31488_12288.png,tumor
tiles_768/66/31488_13056.png,tumor
tiles_768/66/31488_13824.png,tumor
tiles_768/66/31488_14592.png,tumor
tiles_768/66/31488_15360.png,tumor
tiles_768/66/31488_16128.png,tumor
tiles_768/66/31488_16896.png,tumor
tiles_768/66/31488_17664.png,tumor
tiles_768/66/31488_18432.png,tumor
tiles_768/66/31488_19200.png,tumor
tiles_768/66/31488_19968.png,tumor
tiles_768/66/31488_20736.png,tumor
tiles_768/66/31488_21504.png,tumor
tiles_768/66/31488_22272.png,tumor
tiles_768/66/31488_23040.png,tumor
tiles_768/66/31488_28416.png,tumor
tiles_768/66/31488_33024.png,tumor
tiles_768/66/32256_12288.png,tumor
tiles_768/66/32256_13056.png,tumor
tiles_768/66/32256_13824.png,tumor
tiles_768/66/32256_14592.png,tumor
tiles_768/66/32256_15360.png,tumor
tiles_768/66/32256_16128.png,tumor
tiles_768/66/32256_16896.png,tumor
tiles_768/66/32256_17664.png,tumor
tiles_768/66/32256_19200.png,tumor
tiles_768/66/32256_19968.png,tumor
tiles_768/66/32256_24576.png,tumor
tiles_768/66/32256_28416.png,tumor
tiles_768/66/32256_29184.png,tumor
tiles_768/66/33024_12288.png,tumor
tiles_768/66/33024_13056.png,tumor
tiles_768/66/33024_13824.png,tumor
tiles_768/66/33024_14592.png,tumor
tiles_768/66/33024_15360.png,tumor
tiles_768/66/33024_16128.png,tumor
tiles_768/66/33024_19968.png,tumor
tiles_768/66/33024_26880.png,tumor
tiles_768/66/33024_27648.png,tumor
tiles_768/66/33024_28416.png,tumor
tiles_768/66/33024_29184.png,tumor
tiles_768/66/33024_29952.png,tumor
tiles_768/66/33792_12288.png,tumor
tiles_768/66/33792_13056.png,tumor
tiles_768/66/33792_13824.png,tumor
tiles_768/66/33792_14592.png,tumor
tiles_768/66/33792_15360.png,tumor
tiles_768/66/33792_19200.png,tumor
tiles_768/66/33792_19968.png,tumor
tiles_768/66/33792_20736.png,tumor
tiles_768/66/33792_21504.png,tumor
tiles_768/66/33792_22272.png,tumor
tiles_768/66/33792_26880.png,tumor
tiles_768/66/33792_27648.png,tumor
tiles_768/66/33792_28416.png,tumor
tiles_768/66/33792_29184.png,tumor
tiles_768/66/33792_29952.png,tumor
tiles_768/66/34560_12288.png,tumor
tiles_768/66/34560_13056.png,tumor
tiles_768/66/34560_13824.png,tumor
tiles_768/66/34560_14592.png,tumor
tiles_768/66/34560_15360.png,tumor
tiles_768/66/34560_19200.png,tumor
tiles_768/66/34560_26112.png,tumor
tiles_768/66/34560_26880.png,tumor
tiles_768/66/34560_27648.png,tumor
tiles_768/66/34560_28416.png,tumor
tiles_768/66/34560_29184.png,tumor
tiles_768/66/35328_13056.png,tumor
tiles_768/66/35328_13824.png,tumor
tiles_768/66/35328_14592.png,tumor
tiles_768/66/35328_15360.png,tumor
tiles_768/66/35328_16128.png,tumor
tiles_768/66/35328_27648.png,tumor
tiles_768/66/36096_13824.png,tumor
tiles_768/66/36096_14592.png,tumor
tiles_768/66/36096_15360.png,tumor
tiles_768/66/36096_16128.png,tumor
tiles_768/66/36096_16896.png,tumor
tiles_768/66/36864_13824.png,tumor
tiles_768/66/36864_14592.png,tumor
tiles_768/66/36864_15360.png,tumor
tiles_768/66/36864_16128.png,tumor
tiles_768/66/36864_16896.png,tumor
tiles_768/66/36864_17664.png,tumor
tiles_768/66/37632_14592.png,tumor
tiles_768/66/37632_15360.png,tumor
tiles_768/66/37632_16128.png,tumor
tiles_768/66/37632_16896.png,tumor
tiles_768/66/37632_17664.png,tumor
tiles_768/66/37632_18432.png,tumor
tiles_768/66/37632_19200.png,tumor
tiles_768/66/38400_14592.png,tumor
tiles_768/66/38400_15360.png,tumor
tiles_768/66/38400_16128.png,tumor
tiles_768/66/38400_16896.png,tumor
tiles_768/66/38400_17664.png,tumor
tiles_768/66/38400_18432.png,tumor
tiles_768/66/38400_19200.png,tumor
tiles_768/66/38400_20736.png,tumor
tiles_768/66/38400_21504.png,tumor
tiles_768/66/39168_14592.png,tumor
tiles_768/66/39168_15360.png,tumor
tiles_768/66/39168_16128.png,tumor
tiles_768/66/39168_16896.png,tumor
tiles_768/66/39168_17664.png,tumor
tiles_768/66/39168_18432.png,tumor
tiles_768/66/39936_14592.png,tumor
tiles_768/66/39936_15360.png,tumor
tiles_768/66/39936_16128.png,tumor
tiles_768/66/39936_16896.png,tumor
tiles_768/66/39936_17664.png,tumor
tiles_768/66/39936_18432.png,tumor
tiles_768/66/40704_15360.png,tumor
tiles_768/66/40704_16128.png,tumor
tiles_768/66/40704_16896.png,tumor
tiles_768/66/40704_17664.png,tumor
tiles_768/66/40704_18432.png,tumor
tiles_768/66/40704_19200.png,tumor
tiles_768/66/41472_16128.png,tumor
tiles_768/66/41472_16896.png,tumor
tiles_768/66/41472_17664.png,tumor
tiles_768/66/41472_18432.png,tumor
tiles_768/66/41472_19200.png,tumor
tiles_768/66/41472_19968.png,tumor
tiles_768/66/42240_16896.png,tumor
tiles_768/66/42240_17664.png,tumor
tiles_768/66/42240_18432.png,tumor
tiles_768/66/42240_19200.png,tumor
tiles_768/66/42240_19968.png,tumor
tiles_768/66/43008_19200.png,tumor
tiles_768/66/43008_19968.png,tumor
tiles_768/1020/5376_16128.png,tumor
tiles_768/1020/5376_16896.png,tumor
tiles_768/1020/5376_19200.png,tumor
tiles_768/1020/5376_19968.png,tumor
tiles_768/1020/6144_16128.png,tumor
tiles_768/1020/6144_16896.png,tumor
tiles_768/1020/6144_18432.png,tumor
tiles_768/1020/6144_19200.png,tumor
tiles_768/1020/6144_19968.png,tumor
tiles_768/1020/6912_16128.png,tumor
tiles_768/1020/6912_16896.png,tumor
tiles_768/1020/6912_17664.png,tumor
tiles_768/1020/6912_18432.png,tumor
tiles_768/1020/6912_19200.png,tumor
tiles_768/1020/6912_19968.png,tumor
tiles_768/1020/7680_16128.png,tumor
tiles_768/1020/7680_16896.png,tumor
tiles_768/1020/7680_17664.png,tumor
tiles_768/1020/7680_18432.png,tumor
tiles_768/1020/7680_19200.png,tumor
tiles_768/1020/7680_19968.png,tumor
tiles_768/1020/7680_21504.png,tumor
tiles_768/1020/7680_22272.png,tumor
tiles_768/1020/8448_16128.png,tumor
tiles_768/1020/8448_16896.png,tumor
tiles_768/1020/8448_17664.png,tumor
tiles_768/1020/8448_18432.png,tumor
tiles_768/1020/8448_19200.png,tumor
tiles_768/1020/8448_19968.png,tumor
tiles_768/1020/8448_20736.png,tumor
tiles_768/1020/8448_21504.png,tumor
tiles_768/1020/8448_22272.png,tumor
tiles_768/1020/8448_23040.png,tumor
tiles_768/1020/8448_25344.png,tumor
tiles_768/1020/8448_27648.png,tumor
tiles_768/1020/8448_28416.png,tumor
tiles_768/1020/9216_15360.png,tumor
tiles_768/1020/9216_16128.png,tumor
